Entity1,Relationship,Entity2,Evidence,Evidence URL
DD3,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD3,Innexin,INX-10,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD3,Innexin,INX-14,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD3,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD3,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD3,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DDNmainframe.htm
DD4,Neurotransmitter,GABA,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DDNmainframe.htm
DD4,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD4,Innexin,INX-10,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD4,Innexin,INX-14,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD4,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD4,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD4,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DDNmainframe.htm
DD5,Neurotransmitter,GABA,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DDNmainframe.htm
DD5,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD5,Innexin,INX-10,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD5,Innexin,INX-14,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD5,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD5,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD5,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DDNmainframe.htm
DD6,Neurotransmitter,GABA,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DDNmainframe.htm
DD6,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD6,Innexin,INX-10,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD6,Innexin,INX-14,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD6,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD6,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DD6,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DDNmainframe.htm
DVA,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVAmainframe.htm
DVA,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVA,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVA,Innexin,INX-10,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVA,Innexin,INX-13,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVA,Innexin,INX-17,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVA,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVA,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVA,Receptor,GGR-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVAmainframe.htm
DVA,Receptor,GLR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVAmainframe.htm
DVA,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVAmainframe.htm
DVA,Receptor,NMR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVAmainframe.htm
DVA,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVAmainframe.htm
DVA,Receptor,SER-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVAmainframe.htm
DVA,Receptor,TRP-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVAmainframe.htm
DVA,type,"Interneuron, stretch sensitive sensory neuron",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVAmainframe.htm
DVB,Neurotransmitter,GABA,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVBmainframe.htm
DVB,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVB,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVB,Innexin,INX-10,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVB,Innexin,INX-13,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVB,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVB,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVB,type,"Polymodal (motor neuron, interneuron) ",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVBmainframe.htm
DVC,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVCmainframe.htm
DVC,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,INX-5,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,INX-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,INX-10,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,INX11,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,INX-13,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,INX-17,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DVC,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVCmainframe.htm
DVC,Receptor,SER-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVCmainframe.htm
DVC,Receptor,TRP-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVCmainframe.htm
DVC,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DVCmainframe.htm
FLPL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Neuropeptide,FLP-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Neuropeptide,FLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
FLPL,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
FLPL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
FLPL,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Receptor,DEL-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Receptor,DES-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Receptor,GLR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Receptor,MEC-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Receptor,PDFR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPL,type,Sensory neuron (polymodal nociceptive for mechanosensation and thermosensation),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Neuropeptide,FLP-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Neuropeptide,FLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
FLPR,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
FLPR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
FLPR,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Receptor,DEL-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Receptor,DES-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Receptor,GLR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Receptor,MEC-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Receptor,PDFR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
FLPR,type,Sensory neuron (polymodal nociceptive for mechanosensation and thermosensation),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/FLPmainframe.htm
HSNL,Neurotransmitter,Serotonin,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNL,Neuropeptide,FLP-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNL,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNL,Neuropeptide,NLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNL,Neuropeptide,NLP-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNL,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
HSNL,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
HSNL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
HSNL,Receptor,GAR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNL,Receptor,GGR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNL,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNL,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNL,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,Neurotransmitter,Serotonin,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,Neuropeptide,FLP-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,Neuropeptide,NLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,Neuropeptide,NLP-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
HSNR,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
HSNR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
HSNR,Receptor,GAR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,Receptor,GGR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
HSNR,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/HSNmainframe.htm
I1L,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I1L,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I1L,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
I1L,Receptor,GLR-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I1L,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I1L,type,Pharyngeal interneuron (also anterior sensory?),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I1R,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I1R,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I1R,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
I1R,Receptor,GLR-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I1R,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I1R,type,Pharyngeal interneuron (also anterior sensory?),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I1mainframe.htm
I2L,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2L,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2L,Neuropeptide,NLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2L,Receptor,GLR-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2L,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2L,type,Pharyngeal interneuron (also anterior sensory?),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2R,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2R,Neuropeptide,NLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2R,Receptor,GLR-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2R,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I2R,type,Pharyngeal interneuron (also anterior sensory?),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I2mainframe.htm
I3,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I3mainframe.htm
I3,Innexin,INX-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
I3,Receptor,GLR-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I3mainframe.htm
I3,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I3mainframe.htm
I3,type,Pharyngeal interneuron (also anterior sensory?),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I3mainframe.htm
I4,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I4mainframe.htm
I4,Neuropeptide,NLP-13,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I4mainframe.htm
I4,type,Pharyngeal interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I4mainframe.htm
I5,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I5mainframe.htm
I5,Neurotransmitter,Serotonin,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I5mainframe.htm
I5,type,Pharyngeal interneuron (can also be a -posterior-sensory neuron or both),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I5mainframe.htm
I6,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I6mainframe.htm
I6,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I6mainframe.htm
I6,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
I6,Receptor,GLR-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I6mainframe.htm
I6,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I6mainframe.htm
I6,type,Pharyngeal interneuron (also posterior sensory?),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/I6mainframe.htm
IL1L,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1L,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1L,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1L,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1L,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1L,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1L,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1L,Receptor,TRPA-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1L,type,"Polymodal neuron (sensory neuron (mechanosensory), motor neuron, interneuron]",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1R,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1R,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1R,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1R,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1R,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1R,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1R,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1R,Receptor,TRPA-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1R,type,"Polymodal neuron (sensory neuron (mechanosensory), motor neuron, interneuron]",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DL,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1DL,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1DL,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1DL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1DL,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DL,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DL,Receptor,TRPA-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DL,type,"Polymodal neuron (sensory neuron (mechanosensory), motor neuron, interneuron]",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DR,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1DR,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1DR,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1DR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1DR,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DR,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DR,Receptor,TRPA-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1DR,type,"Polymodal neuron (sensory neuron (mechanosensory), motor neuron, interneuron]",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VL,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1VL,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1VL,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1VL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1VL,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VL,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VL,Receptor,TRPA-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VL,type,"Polymodal neuron (sensory neuron (mechanosensory), motor neuron, interneuron]",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VR,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1VR,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1VR,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1VR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL1VR,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VR,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VR,Receptor,TRPA-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL1VR,type,"Polymodal neuron (sensory neuron (mechanosensory), motor neuron, interneuron]",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL1mainframe.htm
IL2L,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL2mainframe.htm
IL2L,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL2L,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
IL2L,Receptor,DES-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL2mainframe.htm
IL2L,Receptor,NPR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL2mainframe.htm
IL2L,type,"Sensory neuron (polymodal sensory?; chemosensory?, mechanosensory?)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/IL2mainframe.htm
